"","X359","X361","X363","X365","X367","X371","X373","X375","X379"
"g7155",880,804,1178,1003,963,1407,1003,918,1342
"g20986",530,419,681,373,615,280,199,433,274
"g66818",183,91,328,107,167,64,54,174,72
"adi2mcaRNA27191_R0",281,217,297,249,239,157,125,243,180
"g35914",1205,1223,1352,1294,820,1610,1290,852,1770
"g9520",1113,803,1329,901,903,667,492,1151,705
"g62904",326,417,519,576,438,755,699,510,707
"g56895",1909,1661,2095,1148,1386,1097,780,1368,1057
"g66595",1786,2043,2109,1712,1626,2107,1719,1595,2085
"g66594",245,182,198,158,151,248,184,128,287
"g61745",247,218,203,141,188,250,191,222,266
"g7393",334,289,341,229,366,185,179,260,161
"adi2mcaRNA21801_R0",593,601,673,714,414,779,702,497,804
"g48105",936,899,1066,1047,659,1378,1053,604,1374
"g45764",100,133,168,123,135,69,67,147,74
"g39905",305,331,268,294,178,347,275,260,381
"g53480",1568,1294,1603,1064,1105,786,710,1253,800
"g8562",499,500,733,588,531,879,817,354,758
"g29178",1789,1823,1959,1460,1465,1167,824,1790,1158
"g9975",1005,1003,1091,1011,800,1322,1140,712,1351
"g68920",516,407,475,398,502,332,258,413,192
"g31734",373,353,345,303,275,440,362,256,494
"g9926",280,321,241,259,177,359,219,173,444
"g51121",1637,1477,1733,1426,1135,1064,794,1457,1013
"g19240",332,284,444,275,320,180,132,238,226
"g58303",4348,3957,4565,2699,3463,2474,1952,3582,2363
"g57525",169,200,596,655,374,226,159,225,309
"g7584",66,83,81,62,68,108,89,54,139
"g53518",3001,3146,2999,2653,2517,3462,2725,1913,3878
"g44605",13319,14099,18803,21658,14544,27180,24006,13422,32398
"g68830",338,304,339,295,299,225,167,267,182
"g68838",1008,803,947,915,767,1020,953,725,1111
"adi2mcaRNA8409_R0",2102,1845,2742,1860,1857,1601,1167,1938,1493
"g47648",1283,1394,1750,1604,1325,2295,1465,1140,2189
"g47640",208,184,340,190,117,67,35,132,72
"g47642",98,58,132,81,44,40,20,75,28
"g32418",1413,1366,1626,1250,1335,1058,773,1189,932
"g25371",500,509,661,382,364,201,235,422,342
"g10353",668,630,1119,1045,755,1132,968,628,1394
"g27562",994,855,1275,848,940,644,512,811,744
"g38594",566,635,542,660,466,1029,606,354,1130
"adi2mcaRNA16513_R0",713,701,640,611,661,874,589,461,842
"g27229",708,651,739,721,531,1033,760,497,1092
"g28888",1564,1566,2793,2109,1823,1290,966,1299,1394
"g25481",4876,4697,6322,5640,5023,4392,2819,5032,4193
"g54967",1266,1360,1298,872,988,1690,1406,894,1592
"g54966",2444,2553,3014,2734,2513,3848,2569,2612,3659
"g71549",869,733,1182,900,818,720,569,738,643
"g60585",3792,3638,5203,4249,4341,3436,2741,3295,3406
"g68202",2693,3283,2937,3039,2149,3801,2786,1735,3746
"g52474",230,263,247,217,249,408,245,197,338
"g51847",992,806,1220,746,821,625,512,793,609
"g64238",1878,1683,2026,1276,1571,1094,946,1617,1095
"g43260",50,49,39,30,40,90,59,40,85
"g40404",417,428,662,551,422,783,657,350,854
"adi2mcaRNA9177_R1",1030,1672,1181,1064,988,1601,1710,681,1617
"g36976",2758,2692,3252,2907,2668,2317,1839,2471,2064
"g36974",1476,1377,1548,1521,1178,1772,1283,1074,1805
"g47633",247,188,219,141,176,128,80,200,82
"g65535",194,222,252,148,161,297,211,180,304
"g47634",153,140,173,92,116,31,49,129,38
"g60213",317,251,407,355,247,588,416,283,499
"adi2mcaRNA31040_R0",1255,1361,1392,1249,1083,1579,1013,1059,1705
"g70624",1607,1936,2000,2110,1464,2396,1755,1366,2741
"g7318",2030,2180,2205,2294,1396,2607,1869,1415,2810
"g7313",3815,4074,3320,3236,2767,5145,3536,2304,4319
"g35987",1738,1437,2013,1435,1393,1122,917,1481,1215
"g3367",3325,4084,5151,5085,5602,7514,5525,4119,7767
"g14150",346,310,355,204,233,175,137,272,158
"g53626",7468,7709,6990,7126,5410,7819,7112,5792,8055
"g7874",183,184,134,193,109,251,193,111,266
"g34372",1225,1129,4131,2989,1877,1234,749,2057,1272
"adi2mcaRNA4286_R0",565,529,793,472,595,407,276,521,374
"g40414",764,798,688,717,586,751,775,452,1080
"g27860",1194,1401,1263,1034,1269,1692,1075,901,1662
"g9521",268,235,376,274,300,206,119,327,172
"adi2mcaRNA40011_R1",187,138,273,172,183,96,113,148,98
"g32336",751,572,906,640,769,440,334,700,494
"adi2mcaRNA14811_R0",795,804,1158,1097,855,703,514,702,641
"g62827",894,926,1412,703,886,593,477,741,500
"adi2mcaRNA1829_R1",5259,6089,7475,5780,5809,8400,6733,3497,10006
"g65446",273,203,217,272,173,375,228,169,327
"g70075",10616,10866,12931,11251,9977,13696,9623,7230,17270
"g57613",445,495,653,407,442,743,463,419,601
"g57611",1181,1018,976,1308,716,1507,1058,691,1523
"g47150",3514,3403,3734,2704,2844,2444,1856,2841,2230
"g13409",1049,1212,1197,1007,785,1420,936,839,1241
"g4522",955,825,1206,1239,1056,1821,1587,672,1877
"g45153",1278,1271,1445,1206,1237,1597,1100,1027,1523
"g45150",1783,1899,2806,2244,2094,3009,2426,1926,2906
"adi2mcaRNA21317_R0",540,611,466,404,362,542,475,402,515
"adi2mcaRNA6430_R0",6649,6004,6440,4438,4569,4090,2812,5168,3756
"g38040",167,171,228,164,130,270,214,123,299
"g16332",181,226,283,184,235,126,108,183,129
"g29728",477,638,576,492,493,694,519,416,800
"g33746",261,260,280,246,243,306,301,235,347
"g33742",129,150,167,225,119,254,226,87,307
"g36324",1080,952,932,775,783,1016,760,739,1002
"g33291",818,684,987,959,648,1010,922,579,1194
"adi2mcaRNA28657_R0",1612,1734,2371,2249,2315,3362,2466,1949,3548
"g28806",371,428,587,539,279,717,539,384,638
"g47045",895,1133,1276,1037,772,592,401,636,806
"g47043",604,420,594,344,389,250,222,513,293
"g27609",1244,1128,1363,1079,1005,1312,1147,1006,1287
"adi2mcaRNA31527_R2",157,100,169,106,133,211,197,157,204
"g11358",98,54,96,55,68,163,91,18,234
"g27620",878,854,923,864,686,1010,831,636,1231
"adi2mcaRNA23028_R0",68,80,109,82,78,43,29,64,54
"adi2mcaRNA13589_R0",1242,1319,1612,903,1299,712,694,1321,743
"g59713",1792,1737,1836,1442,1525,1776,1774,1202,2169
"adi2mcaRNA32317_R1",80,44,74,70,60,16,17,68,36
"g55713",11727,13103,11647,12391,9702,15978,12556,7576,17242
"g55712",2204,2572,3450,3432,3302,4497,3056,2259,4298
"g49854",741,746,672,753,588,1113,864,430,1214
"g6412",874,950,928,907,739,1138,772,660,1109
"g32706",2316,2134,3445,2299,2784,1669,1631,1907,2175
"g31127",4305,3698,4659,2816,3667,2381,1916,3681,2314
"g19311",1012,1216,1343,1397,1409,2254,1719,1247,2335
"g22564",300,303,266,169,151,286,295,179,277
"g22567",2882,3309,3934,3287,3999,5158,3512,2910,5040
"g22568",799,699,1260,1408,850,1743,1372,606,1817
"g71336",222,212,318,252,279,205,94,207,122
"g71333",4770,5249,6126,5856,6331,8200,6068,5455,8111
"g67246",1161,1285,1232,1296,747,1624,1163,974,1624
"g67248",839,830,1994,1595,1122,826,559,1100,855
"g59158",2737,2381,3172,1736,2488,1518,1224,2328,1604
"adi2mcaRNA24257_R2",1101,960,1091,1041,909,1385,962,742,1423
"adi2mcaRNA823_R0",5440,5851,8759,9728,8890,14090,11047,6188,15689
"g15643",525,531,510,419,364,594,479,366,594
"g41133",1405,1609,917,867,1041,1432,1095,763,1169
"g5280",342,364,356,262,277,513,377,176,679
"g55133",1401,1581,1942,1694,1487,2026,1563,1298,2251
"g32651",2400,2498,2447,2432,1905,3346,2068,1549,3271
"g20211",226,95,269,173,159,418,312,102,294
"g20212",540,428,519,502,263,563,506,342,608
"g49953",861,780,915,825,528,1041,860,611,1247
"g43030",84,103,61,34,30,78,91,87,71
"adi2mcaRNA13963_R0",47,47,27,37,37,67,63,30,102
"g30053",585,472,583,562,492,680,746,306,683
"g28526",1716,1743,1490,1292,1874,2131,2197,1025,2414
"g42810",87,101,142,133,99,84,48,80,56
"g30589",8560,6545,10736,5984,7923,4340,3220,8632,4708
"g36290",3855,4621,5485,5517,5429,7499,5688,3736,7678
"g36741",6619,7300,7289,7066,4943,8258,6037,4488,8520
"g31210",429,399,440,458,443,620,594,372,567
"g34669",576,425,777,363,656,326,292,407,379
"g21484",670,635,444,376,274,660,379,548,573
"g21481",610,616,523,383,292,665,314,548,619
"g27888",3208,3168,3277,3190,2274,3943,3186,2239,4454
"g27889",511,537,444,375,395,503,418,372,558
"g29290",472,446,440,454,361,658,394,372,566
"g63345",62,57,31,64,31,81,81,62,81
"g53811",363,283,340,245,261,162,149,299,165
"g34039",215,216,241,201,188,104,114,197,108
"g51413",521,514,589,585,284,771,558,364,683
"g51414",1147,1086,992,896,800,1232,852,786,1103
"g7063",804,843,642,542,534,795,630,464,680
"adi2mcaRNA19686_R0",1207,1094,1297,1078,1012,763,427,1313,708
"adi2mcaRNA19686_R5",3122,2949,3600,2887,2973,1672,1411,3302,2074
"adi2mcaRNA19686_R4",332,295,400,234,341,227,165,299,176
"g34950",714,701,676,502,526,886,665,514,581
"g34955",1177,1207,713,658,1235,2151,1876,500,1784
"g34839",751,692,1117,910,817,1299,962,764,1380
"g36881",11200,14752,16185,14592,18766,26691,20618,13081,27184
"g36885",48610,61656,67616,61773,78110,116843,90202,53945,111689
"adi2mcaRNA19352_R1",1525,1346,1714,1421,1291,1119,776,1256,988
"adi2mcaRNA38900_R0",878,995,1127,1204,1022,1608,1116,880,1675
"g38602",580,562,668,669,546,997,597,607,913
"g63630",111,99,40,54,68,113,56,85,122
"g61673",175,166,210,149,119,241,177,122,248
"g53494",275,261,165,223,175,310,234,199,317
"adi2mcaRNA25351_R0",3581,3361,4015,3518,3497,2597,1967,3309,2339
"g24237",1657,1634,1375,1447,1260,1995,1587,1146,1861
"g43516",173,124,232,142,151,101,72,131,86
"g39699",979,1053,1414,1241,1443,2116,2044,1134,2826
"g35557",305,312,507,281,350,516,495,228,656
"g32788",1526,1282,1728,1440,1276,1116,875,1363,1026
"g47982",829,788,839,800,630,1158,797,668,1191
"g38786",869,817,804,920,556,1024,872,590,1157
"g15037",1026,1250,1025,1009,577,1426,1106,552,1227
"adi2mcaRNA41113_R1",423,425,338,442,232,566,347,319,468
"g20689",468,578,493,493,244,491,618,287,775
"g59987",11794,11710,15084,14910,14217,22168,17274,8687,24123
"adi2mcaRNA17199_R0",1473,1402,1600,1161,1382,1030,791,1379,992
"g10610",1011,1286,990,1158,747,1424,1123,644,1601
"g63849",1071,1062,1361,1043,1285,1722,1190,1050,1486
"g58564",251,310,224,201,268,345,269,194,321
"g15238",198,179,264,208,160,285,234,135,319
"g55614",125,81,149,53,70,44,37,72,26
"g11939",216,243,232,175,159,328,204,142,241
"g14722",132,147,218,211,120,91,63,217,52
"adi2mcaRNA7919_R1",415,320,632,317,349,253,205,359,272
"g43303",333,286,225,184,202,245,351,125,315
"g7889",126,77,37,52,41,26,9,74,8
"adi2mcaRNA38320_R0",1224,1141,2021,1360,1291,891,558,1317,1000
"adi2mcaRNA2015_R0",72,70,27,52,55,149,158,13,285
